iter	Passed	Remaining
341	1512	2910
342	1516	2905
343	1520	2899
344	1524	2893
345	1528	2888
346	1532	2883
347	1536	2877
348	1539	2872
349	1543	2867
350	1549	2865
351	1554	2861
352	1558	2856
353	1562	2852
354	1568	2850
355	1573	2846
356	1577	2841
357	1581	2836
358	1585	2831
359	1589	2825
360	1592	2819
361	1596	2814
362	1601	2809
363	1605	2804
364	1609	2799
365	1613	2795
366	1617	2790
367	1622	2786
368	1627	2782
369	1630	2776
370	1635	2772
371	1638	2766
372	1642	2761
373	1646	2756
374	1650	2751
375	1654	2746
376	1659	2741
377	1662	2735
378	1666	2731
379	1670	2725
380	1674	2719
381	1677	2714
382	1681	2708
383	1685	2704
384	1689	2698
385	1692	2692
386	1696	2687
387	1700	2682
388	1705	2678
389	1709	2673
390	1713	2669
391	1717	2664
392	1721	2659
393	1725	2654
394	1729	2649
395	1733	2644
396	1737	2639
397	1741	2633
398	1745	2628
399	1749	2623
400	1754	2620
401	1758	2616
402	1763	2611
403	1767	2606
404	1770	2601
405	1774	2596
406	1778	2591
407	1782	2586
408	1786	2580
409	1790	2576
410	1795	2573
411	1801	2570
412	1805	2566
413	1810	2562
414	1815	2558
415	1819	2553
416	1823	2549
417	1830	2548
418	1834	2544
419	1839	2539
420	1842	2534
421	1847	2530
422	1854	2530
423	1860	2527
424	1865	2523
425	1869	2518
426	1873	2514
427	1877	2509
428	1881	2504
429	1885	2499
430	1889	2494
431	1893	2490
432	1898	2485
433	1902	2481
434	1906	2475
435	1909	2470
436	1913	2465
437	1917	2459
438	1920	2454
439	1925	2450
440	1929	2445
441	1932	2440
442	1936	2434
443	1940	2429
444	1944	2425
445	1949	2421
446	1960	2425
447	1964	2420
448	1970	2417
449	1974	2413
450	1978	2408
451	1982	2404
452	1986	2399
453	1991	2394
454	1995	2390
455	1999	2385
456	2003	2380
457	2007	2375
458	2012	2372
459	2016	2367
460	2020	2362
461	2024	2357
462	2028	2352
463	2032	2347
464	2036	2343
465	2041	2339
466	2045	2334
467	2049	2330
468	2054	2325
469	2061	2324
470	2065	2319
471	2070	2316
472	2079	2317
473	2086	2315
474	2090	2311
475	2096	2308
476	2100	2303
477	2104	2297
478	2107	2292
479	2112	2288
480	2116	2283
481	2120	2278
482	2124	2274
483	2128	2268
484	2131	2263
485	2135	2258
486	2139	2253
487	2143	2248
488	2146	2243
489	2150	2238
490	2155	2234
491	2159	2229
492	2164	2225
493	2168	2220
494	2171	2215
495	2176	2211
496	2179	2206
497	2183	2201
498	2187	2196
499	2192	2192
500	2196	2188
501	2201	2183
502	2204	2178
503	2208	2173
504	2212	2169
505	2217	2164
506	2221	2159
507	2225	2155
508	2228	2150
509	2232	2145
510	2237	2140
511	2241	2136
512	2245	2131
513	2249	2126
514	2253	2121
515	2257	2117
516	2261	2112
517	2264	2107
518	2268	2102
519	2272	2097
520	2276	2092
521	2279	2087
522	2283	2082
523	2287	2077
524	2291	2073
525	2295	2068
526	2299	2063
527	2303	2059
528	2307	2054
529	2311	2050
530	2316	2045
531	2320	2041
532	2324	2036
533	2328	2032
534	2332	2027
535	2336	2022
536	2340	2018
537	2359	2026
538	2363	2021
539	2367	2016
540	2371	2012
541	2376	2007
542	2380	2003
543	2383	1998
544	2388	1993
545	2391	1988
546	2395	1983
547	2400	1979
548	2404	1974
549	2408	1970
550	2411	1965
551	2416	1960
552	2420	1956
553	2424	1951
554	2428	1947
555	2432	1942
556	2436	1937
557	2440	1933
558	2445	1929
559	2448	1924
560	2452	1919
561	2456	1914
562	2460	1910
563	2465	1905
564	2468	1900
565	2473	1896
566	2477	1892
567	2481	1887
568	2487	1883
569	2490	1879
570	2494	1873
571	2498	1869
572	2502	1864
573	2507	1860
574	2511	1856
575	2515	1851
576	2520	1847
577	2523	1842
578	2527	1838
579	2532	1833
580	2535	1828
581	2539	1823
582	2543	1818
583	2546	1814
584	2550	1809
585	2554	1804
586	2558	1799
587	2562	1795
588	2565	1790
589	2569	1785
590	2574	1781
591	2578	1776
592	2582	1772
593	2587	1768
594	2591	1763
595	2595	1759
596	2599	1754
597	2604	1751
598	2608	1746
599	2612	1741
600	2616	1737
601	2620	1732
602	2624	1728
603	2628	1723
604	2633	1719
605	2637	1715
606	2641	1710
607	2645	1705
608	2649	1701
609	2653	1696
610	2657	1691
611	2661	1687
612	2665	1683
613	2669	1678
614	2673	1673
615	2677	1668
616	2680	1664
617	2684	1659
618	2688	1654
619	2692	1650
620	2697	1646
621	2701	1641
622	2705	1637
623	2709	1632
624	2712	1627
625	2716	1623
626	2721	1618
627	2725	1614
628	2728	1609
629	2732	1604
630	2738	1601
631	2741	1596
632	2746	1592
633	2750	1587
634	2754	1583
635	2758	1578
636	2761	1573
637	2765	1569
638	2769	1564
639	2773	1560
640	2777	1555
641	2781	1550
642	2784	1546
643	2788	1541
644	2793	1537
645	2797	1533
646	2801	1528
647	2805	1524
648	2809	1519
649	2813	1514
650	2817	1510
651	2822	1506
652	2826	1501
653	2830	1497
654	2835	1493
655	2840	1489
656	2843	1484
657	2848	1480
658	2852	1475
659	2855	1471
660	2859	1466
661	2863	1461
662	2867	1457
663	2871	1453
664	2875	1448
665	2879	1444
666	2884	1439
667	2888	1435
668	2892	1431
669	2896	1426
670	2901	1422
671	2904	1417
672	2908	1412
673	2911	1408
674	2915	1403
675	2920	1399
676	2923	1394
677	2927	1390
678	2933	1386
679	2937	1382
680	2941	1377
681	2945	1373
682	2949	1369
683	2952	1364
684	2956	1359
685	2960	1355
686	2964	1350
687	2968	1346
688	2972	1341
689	2976	1337
690	2979	1332
691	2984	1328
692	2989	1324
693	2992	1319
694	2996	1315
695	3001	1311
696	3005	1306
697	3010	1302
698	3015	1298
699	3019	1294
700	3023	1289
701	3027	1285
702	3030	1280
703	3034	1275
704	3038	1271
705	3042	1266
706	3046	1262
707	3050	1257
708	3054	1253
709	3057	1248
710	3062	1244
711	3066	1240
712	3070	1236
713	3074	1231
714	3078	1227
715	3083	1223
716	3087	1218
717	3091	1214
718	3096	1209
719	3100	1205
720	3104	1201
721	3108	1196
722	3112	1192
723	3117	1188
724	3121	1183
725	3125	1179
726	3129	1175
727	3133	1170
728	3137	1166
729	3141	1161
730	3145	1157
731	3149	1153
732	3153	1148
733	3157	1144
734	3162	1140
735	3166	1135
736	3169	1131
737	3173	1126
738	3178	1122
739	3182	1118
740	3186	1113
741	3190	1109
742	3195	1105
743	3198	1100
744	3202	1096
745	3206	1091
746	3209	1087
747	3213	1082
748	3217	1078
749	3221	1073
750	3226	1069
751	3230	1065
752	3234	1060
753	3238	1056
754	3242	1052
755	3246	1047
756	3250	1043
757	3254	1039
758	3257	1034
759	3261	1029
760	3265	1025
761	3269	1021
762	3273	1016
763	3277	1012
764	3281	1007
765	3284	1003
766	3288	999
767	3293	994
768	3297	990
769	3300	985
770	3305	981
771	3309	977
772	3313	972
773	3317	968
774	3321	964
775	3325	959
776	3329	955
777	3332	950
778	3336	946
779	3340	942
780	3344	937
781	3347	933
782	3351	928
783	3354	924
784	3358	919
785	3364	915
786	3367	911
787	3371	907
788	3375	902
789	3379	898
790	3383	893
791	3386	889
792	3390	885
793	3394	880
794	3398	876
795	3402	872
796	3407	867
797	3411	863
798	3415	859
799	3420	855
800	3424	850
801	3428	846
802	3433	842
803	3437	837
804	3441	833
805	3445	829
806	3449	824
807	3453	820
808	3457	816
809	3461	812
810	3466	807
811	3470	803
812	3474	799
813	3478	794
814	3482	790
815	3487	786
816	3491	782
817	3495	777
818	3499	773
819	3503	768
820	3507	764
821	3511	760
822	3515	756
823	3519	751
824	3523	747
825	3527	743
826	3531	738
827	3535	734
828	3538	729
829	3542	725
830	3545	721
831	3549	716
832	3553	712
833	3557	708
834	3561	703
835	3565	699
836	3569	695
837	3573	690
838	3577	686
839	3581	682
840	3584	677
841	3588	673
842	3592	669
843	3596	664
844	3600	660
845	3605	656
846	3609	651
847	3613	647
848	3616	643
849	3620	638
850	3624	634
851	3629	630
852	3633	626
853	3636	621
854	3641	617
855	3644	613
856	3648	608
857	3652	604
858	3656	600
859	3660	595
860	3664	591
861	3668	587
862	3673	583
863	3677	578
864	3681	574
865	3685	570
866	3688	565
867	3693	561
868	3697	557
869	3700	552
870	3705	548
871	3709	544
872	3713	540
873	3718	536
874	3722	531
875	3725	527
876	3729	523
877	3733	518
878	3737	514
879	3741	510
880	3745	505
881	3749	501
882	3753	497
883	3757	493
884	3761	488
885	3765	484
886	3769	480
887	3772	475
888	3776	471
889	3779	467
890	3783	462
891	3786	458
892	3790	454
893	3794	449
894	3798	445
895	3803	441
896	3807	437
897	3811	432
898	3815	428
899	3819	424
900	3823	420
901	3828	415
902	3832	411
903	3836	407
904	3840	403
905	3844	398
906	3849	394
907	3853	390
908	3857	386
909	3861	381
910	3865	377
911	3869	373
912	3873	369
913	3878	364
914	3883	360
915	3887	356
916	3891	352
917	3896	348
918	3900	343
919	3904	339
920	3908	335
921	3913	331
922	3918	326
923	3923	322
924	3927	318
925	3932	314
926	3936	309
927	3940	305
928	3943	301
929	3947	297
930	3951	292
931	3955	288
932	3959	284
933	3963	280
934	3967	275
935	3971	271
936	3975	267
937	3979	263
938	3983	258
939	3986	254
940	3990	250
941	3994	245
942	3998	241
943	4003	237
944	4007	233
945	4011	228
946	4015	224
947	4019	220
948	4022	216
949	4026	211
950	4031	207
951	4034	203
952	4037	199
953	4041	194
954	4045	190
955	4049	186
956	4053	182
957	4057	177
958	4061	173
959	4065	169
960	4069	165
961	4073	160
962	4077	156
963	4081	152
964	4085	148
965	4089	143
966	4093	139
967	4097	135
968	4102	131
969	4105	126
970	4111	122
971	4114	118
972	4118	114
973	4122	110
974	4127	105
975	4130	101
976	4134	97
977	4138	93
978	4142	88
979	4146	84
980	4150	80
981	4154	76
982	4157	71
983	4162	67
984	4166	63
985	4170	59
986	4174	54
987	4178	50
988	4182	46
989	4186	42
990	4190	38
991	4194	33
992	4198	29
993	4201	25
994	4205	21
995	4209	16
996	4212	12
997	4216	8
998	4221	4
999	4224	0
